Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_001920,"Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe.","Ah! Vậy là bạn đã bất chấp mọi hiểm nguy trong ngục tối chỉ để gặp tôi sao? Ôi tên tôi ư? Chà, tôi không tiết lộ điều này cho bất cứ ai đâu! Hehe."
PROPQUEST_SCENARIO_INC_001921,"Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!","Trước khi tôi ban tặng cho bạn cái tên duyên dáng nhất từ ​​trước đến nay, bạn phải cho tôi thấy bạn xứng đáng được nhận nó! Bằng cách nào à? Ồ, nó khá đơn giản! Hehe. Chỉ cần giết 20 Keakoon Guards!"
PROPQUEST_SCENARIO_INC_001922,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!,Phải có nhiều hơn số Vệ binh Keakoon trong chính ngục tối này. Chỉ cần giết 20 người trong số họ và bạn sẽ có đặc quyền biết tên tôi!
PROPQUEST_SCENARIO_INC_001923,"Oh well, I guess that is your loss then. Hehe.","Ồ, tôi đoán đó là sự mất mát của bạn. Hehe."
PROPQUEST_SCENARIO_INC_001924,"Wow, that was quick! Apparently someone really wants to know my name? Hehe.","Wow, thật nhanh chóng! Rõ ràng ai đó thực sự muốn biết tên của tôi? Hehe."
PROPQUEST_SCENARIO_INC_001925,"Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe.","Chà, bạn có thể đứng đó và nhìn chằm chằm vào tôi cả ngày, nhưng điều đó sẽ không giúp giết chết những Keakoon Guards đó nhanh hơn phải không? Hehe."
PROPQUEST_SCENARIO_INC_001926,Kill 20 Keakoon Guards.,Giết 20 Keakoon Guards.
PROPQUEST_SCENARIO_INC_001928,Ainher's Request,Ainher's Request (Yêu cầu của Ainher)
PROPQUEST_SCENARIO_INC_001929,"The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?","Tên tôi là Ainher. Đúng rồi đấy, ráng đừng để vẻ đẹp thuần khiết của cái tên này lấy đi hoàn toàn thính giác của bạn. Tôi chắc rằng bạn không chỉ đến đây để biết tên của tôi, vậy bạn đến để làm gì?"
PROPQUEST_SCENARIO_INC_001930,"Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…","Hehe, làm thế nào mà bạn biết về 8 Người hùng thuở sơ khai chứ?? À không sao, tôi biết nhiều kẻ do thám đáng sợ hơn cơ! Tôi chính là hiện thân của Psykeeper Hero Offerep nguyên bản…"
PROPQUEST_SCENARIO_INC_001931,"I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…","Theo tôi thấy. Reonan tìm cách tái hợp các anh hùng thuở sơ khai. Nếu đúng như vậy thì chắc chắn một điều gì đó quan trọng đang xảy ra! Thật không may, vào lúc này, tôi khá bề tắc với việc nghiên cứu…"
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.","Tôi đoán nếu bạn có thể giúp tôi hoàn thành nghiên cứu của mình, tôi sẽ cân nhắc tham gia. Nếu bạn muốn giúp đỡ tôi, hãy nói chuyện với Drico và thu thập Agony Ore."
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.","Agony Ore khá hiếm, vì vậy tôi chắc chắn rằng Drico sẽ không sẵn sàng giao nó ngay lập tức… Nhưng, tôi đoán đây là vấn đề của bạn! Hehe."
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,Thay đổi quyết định của bạn nhanh như vậy ư? Đoán rằng lúc đó bạn không quá vội vàng để nhận được sự giúp đỡ của tôi! Hehe.
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*Khịt mũi* *Khịt mũi* Drico ngửi thấy mùi một người lạ ở đây? Người lạ muốn gì??? *khịt khịt*
PROPQUEST_SCENARIO_INC_001936,Hurry along now! Go find Drico and retrieve the Agony Ore!,Nhanh lên ngay bây giờ! Đi tìm Drico và lấy Agony Ore!
PROPQUEST_SCENARIO_INC_001937,Find Drico in Dekanes dungeon.,Tìm Drico trong ngục tối Dekanes.
PROPQUEST_SCENARIO_INC_001939,Sweet Medication,Liều thuốc chữa lành
PROPQUEST_SCENARIO_INC_001940,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!,Agony Ore??? Hahahahaha! Bạn nói bạn muốn Agony Ore ??? *khịt mũi* *khịt mũi* Agony Ore rất hiếm! Không bán cái đó!
PROPQUEST_SCENARIO_INC_001941,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?,*hít*. Hmm..Có lẽ tui sẽ đổi ý nếu bạn chịu làm một việc này cho Drico! Bộ tộc cần nhựa của Roach Queen để làm thuốc! *khịt mũi* Bạn có thể lấy nó về cho Drico không?
PROPQUEST_SCENARIO_INC_001942,"Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico.","Thu thập nhựa cây từ Pink Roach Queen và Blue Roach Queen, sau đó mang đến Drico."
PROPQUEST_SCENARIO_INC_001943,You reject such a good chance now? *Sniff* *Sniff*. As you wish~,Bạn từ chối một cơ hội tốt như vậy bây giờ? *Ngửi ngửi*. được thôi nếu bạn muốn ~
PROPQUEST_SCENARIO_INC_001944,*sniff* *sniff* Drico smell sweet sap!,* ngửi * * hít * Drico có mùi nhựa cây ngọt ngào!
PROPQUEST_SCENARIO_INC_001945,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!,Thu thập Pink Roach Queen Sap và Blue Roach Queen Sap! Khịt khịt!
PROPQUEST_SCENARIO_INC_001946,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!,Pink and Blue Roach Queen ở sâu trong ngục tối. Hãy đi thu thập nhựa cây của họ!
PROPQUEST_SCENARIO_INC_001948,Collective Bargaining,Thương lượng tập thể
PROPQUEST_SCENARIO_INC_001949,Give Drico Sap! Then Drico hand Ore to stranger! *snort*,Tặng Drico Sap! Sau đó Drico trao tay Ore cho người lạ! * khịt mũi *
PROPQUEST_SCENARIO_INC_001950,Here take ore!,Đây cầm lấy quặng đi!
PROPQUEST_SCENARIO_INC_001951,You no want take now? *sniff* Drico need sap please!,"Bạn không muốn lấy nó bây giờ à??? * hít * Thôi mà, Drico cần nhựa!"
PROPQUEST_SCENARIO_INC_001952,"hehe, impressive! I knew you would find a way to obtain the ore!","hehe, ấn tượng! Tôi biết bạn sẽ tìm ra cách để lấy được quặng!"
PROPQUEST_SCENARIO_INC_001953,Go take ore. Drico is busy now!,Hãy đi khai thác quặng. Drico hiện đang bận rồi!
PROPQUEST_SCENARIO_INC_001954,Take the Agony Ore to Ainher.,Đưa Agony Ore đến Ainher.
PROPQUEST_SCENARIO_INC_001956,Psykeeper Hero's Pendant,Mặt dây chuyền của Psykeeper Hero (Psykeeper Hero's Pendant)
PROPQUEST_SCENARIO_INC_001957,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.,Chỉ cần đưa cho tôi quặng và bạn nhận lời hứa từ tôi rằng tôi sẽ đoàn tụ với Reonan và những người còn lại trong băng. Đầu tiên tôi cần một ít thời gian để kiểm tra quặng.
PROPQUEST_SCENARIO_INC_001958,"I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe.","Tôi không thể rời khỏi khoảnh khắc này, nhưng tại nơi đây, hãy đưa mặt dây chuyền của tôi đến Reonan. Nó sẽ là cam kết giao dịch! Tôi sẽ gặp lại bạn trong thời gian sớm nhất! Hehe."
PROPQUEST_SCENARIO_INC_001959,Please tell Reonan I am busy with important research but will come directly to him afterwards!,Hãy nói với Reonan rằng tôi đang bận với nghiên cứu quan trọng nhưng sẽ đến gặp trực tiếp anh ấy sau!
PROPQUEST_SCENARIO_INC_001960,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!,"Hở? Bạn không muốn rời khỏi đây vì vẻ đẹp rạng rỡ của tôi chăng? Đoán trúng rồi chứ nhỉ, tôi không trách bạn đâu!"
PROPQUEST_SCENARIO_INC_001961,You're back! How is Ainher doing? What? This is another of the pendants!,Bạn quay trở lại rồi! Ainher vẫn ổn chứ? Gì đây?? Lại là một mặt dây chuyền khác sao! 
PROPQUEST_SCENARIO_INC_001962,Well what are you waiting for! Take the pendant to Reonan!,"À, bạn đang chờ đợi gì vậy! Mau chóng mang mặt dây chuyền đến Reonan!"
PROPQUEST_SCENARIO_INC_001963,Give Ainher's Pendant to Reonan.,Đưa Mặt dây chuyền của Ainher tới Reonan.
PROPQUEST_SCENARIO_INC_002141,The Last Hero,The Last Hero ( Người hùng cuối cùng)
PROPQUEST_SCENARIO_INC_002142,You know? You've grown a lot during the course of this all. We've almost reached the end of the initial phase though! We just need to find the last hero!,"Bạn biết chăng? Bạn đã tiến bộ rất nhiều trong suốt quá trình rèn luyện. Mặc dù vậy, chúng ta gần như đã đi đến cuối giai đoạn sơ khởi rồi! Chúng ta chỉ cần tìm ra người hùng cuối cùng!"
PROPQUEST_SCENARIO_INC_002143,Shade's power grows progressively stronger… I can feel it…. We must hurry and find the last hero as soon as possible.,Sức mạnh của Shade ngày càng tăng dần lên… Tôi có thể cảm nhận được điều đó…. Chúng ta phải nhanh chóng tìm ra anh hùng cuối cùng càng sớm càng tốt.
PROPQUEST_SCENARIO_INC_002144,I believe Achaben has more details on where we might find the last hero. Please go to him right away!,Tôi tin rằng Achaben có thêm thông tin chi tiết về nơi chúng ta có thể tìm thấy người hùng cuối cùng. Hãy đến với anh ấy ngay lập tức!
PROPQUEST_SCENARIO_INC_002145,You can hear more details on where to find the last hero from Achaben! Please go and speak with him!,Bạn có thể biết thêm thông tin chi tiết về nơi tìm anh hùng cuối cùng từ Achaben! Hãy đi và nói chuyện với anh ấy!
PROPQUEST_SCENARIO_INC_002146,You cannot give up yet after everything we've worked for!,Bạn không thể từ bỏ sau tất cả những gì chúng ta đã nỗ lực đạt được!
PROPQUEST_SCENARIO_INC_002147,"Yes~ Oh! You're here again, my lord.","Vâng ~ Ồ! Ngài lại ở đây, thưa ngài."
PROPQUEST_SCENARIO_INC_002148,Why haven't you left yet? Achaben is running the general store of Darken. Please go meet with him!,Tại sao bạn vẫn chưa cất bước đi thế? Achaben đang điều hành cửa hàng tổng hợp của Darken. Hãy đi gặp anh ấy!
PROPQUEST_SCENARIO_INC_002149,Return to Darken and meet with Achaben.,Quay trở lại Darken và gặp Achaben.
PROPQUEST_SCENARIO_INC_002151,"The High Magician, Laola","The High Magician, Laola"
PROPQUEST_SCENARIO_INC_002152,"I've heard you are still in search of the legendary heroes, no? I've heard of a powerful warrior undergoing extensive training in Darkon 3. This might be one of the warriors for which you are searching.","Tôi nghe nói bạn vẫn đang tìm kiếm những anh hùng huyền thoại, phải không? Tôi đã nghe nói về một chiến binh mạnh mẽ đang trải qua quá trình huấn luyện sâu rộng trong Darkon 3. Đây có thể là một trong những chiến binh mà bạn đang tìm kiếm."
PROPQUEST_SCENARIO_INC_002153,"I was informed of this warrior by my friend Laola, who works in Darkon 3. Please go meet with her for further details!","Tôi đã được thông báo về chiến binh này bởi người bạn của tôi, Laola, người làm việc trong Darkon 3. Vui lòng đến gặp cô ấy để biết thêm chi tiết!"
PROPQUEST_SCENARIO_INC_002154,"Laola should be at her house in the forests of Darkon 3, where she works as a gardener. Just be aware, the area is overrun with many monsters!","Laola nên ở nhà của cô ấy trong khu rừng của Darkon 3, nơi cô ấy làm việc như một người làm vườn. Chỉ cần lưu ý, khu vực này đang tràn ngập nhiều loại quái vật!"
PROPQUEST_SCENARIO_INC_002155,"Too bad! Well if you are free, wanna help me complete some more deliveries?","Tệ quá! Chà nếu bạn rảnh, có muốn giúp tôi hoàn thành thêm một số chuyến giao hàng không?"
PROPQUEST_SCENARIO_INC_002156,Hey now! Who are you? Why are you coming to my flower garden without any permission?,Này này! Bạn là ai?? Tại sao bạn tự ý đến vườn hoa của tôi mà không được cho phép vậy??
PROPQUEST_SCENARIO_INC_002157,Laola will be in Darkon 3. Please go find her!,Laola sẽ ở Darkon 3. Hãy đi tìm cô ấy!
PROPQUEST_SCENARIO_INC_002158,Go to Darkon 3 to find Laola,Đi đến Darkon 3 để tìm Laola
PROPQUEST_SCENARIO_INC_002160,The Perils of Gardening,Những nguy cơ của việc làm vườn
PROPQUEST_SCENARIO_INC_002161,Ohh! Achaben sent you! Sorry for the less than friendly greeting! I heard you are looking for the warrior about whom I spoke of to Achaben?,Ohh! Achaben đã gửi bạn tới đây! Xin lỗi vì lời chào kém thân thiện! Tôi nghe nói bạn đang tìm kiếm chiến binh mà tôi đã nói với Achaben?
PROPQUEST_SCENARIO_INC_002162,"I have briefly seen her before, but I’m not entirely sure of her exact whereabouts. I do have a friend who claims to have seen this warrior recently…","Tôi đã từng gặp cô ấy một thời gian ngắn, nhưng tôi không hoàn toàn chắc chắn về nơi ở chính xác của cô ấy. Tôi có một người bạn tuyên bố đã nhìn thấy chiến binh này gần đây…"
PROPQUEST_SCENARIO_INC_002163,"I will introduce you to them, but first I need a little help! I do extensive gardening here in Darkon 3 but the Watangka tribes have been making my work difficult. Could you please eliminate some of them?","Tôi sẽ giới thiệu bạn với họ, nhưng trước tiên tôi cần bạn giúp một việc! Tôi làm vườn trên diện tích lớn tại vùng Darkon 3 nhưng các bộ lạc Watangka đang gây khó khăn cho công việc của tôi. Bạn có thể giúp tôi tiêu diệt bớt bọn chúng không??"
