Key,English,Spanish
PROPQUEST_SCENARIO_INC_002254,"Hunt 60 Small Kern and 40 Kern located in Southern Darkon 3, then talk with Fera.","Derrota a 60 Kerns Pequeños y a 40 Kerns ubicados al Sur de Darkon 3, luego habla con Fera."
PROPQUEST_SCENARIO_INC_002256,Out of the Oven and into the Fire,Del Horno al Fuego
PROPQUEST_SCENARIO_INC_002257,"In order to complete the process required to create a Shard of Enlightenment, we must first acquire an Infernal Stone","Para completar el proceso de crear un Fragmento de la Iluminación, primero debemos conseguir una Piedra Infernal."
PROPQUEST_SCENARIO_INC_002258,Please defeat 30 Captain Kerns and acquire the Infernal Stone which should be located somewhere around them.,Derrota a 30 Kerns Capitanes y consigue la Piedra Infernal que debería estar alrededor de ellos.
PROPQUEST_SCENARIO_INC_002259,"Great! Once you have acquired the Infernal Stone, take it to Capafe and ask about the next step of the process.","¡Genial! Una vez que hayas conseguido la Piedra Infernal, llévasela a Capafe y pregúntale sobre el siguiente paso del proceso."
PROPQUEST_SCENARIO_INC_002260,"If you wish Sury to return to her original state, this is the only way.","Si quieres que Sury vuelva a su estado original, esta es la única forma."
PROPQUEST_SCENARIO_INC_002261,I have been waiting for you. I see that you have acquired an Infernal Stone.,Te he estado esperando. Veo que has conseguido una Piedra Infernal.
PROPQUEST_SCENARIO_INC_002262,"Please hurry, I'm sure Capafe is waiting for us!","¡Date prisa, estoy segura de que Capafe nos está esperando!"
PROPQUEST_SCENARIO_INC_002263,"Hunt 30 Captain Kern, acquire the Infernal Stone, then talk with Capafe.","Derrota a 30 Kerns Capitanes, consigue la Piedra Infernal y luego habla con Capafe."
PROPQUEST_SCENARIO_INC_002265,Stone of Enlightenment,El Fragmento de la Iluminación
PROPQUEST_SCENARIO_INC_002266,"In order to create a Shard of Enlightenment, we will need to fuse together an Infernal Stone and an Angelic Stone.","Para crear un Fragmento de la Iluminación, necesitaremos fusionar una Piedra Infernal y una Piedra Angelical."
PROPQUEST_SCENARIO_INC_002267,Please return to Fera and explain to her what it is you need.,Vuelve con Fera y dile lo que necesitas.
PROPQUEST_SCENARIO_INC_002268,She will be able to explain in greater detail about how to acquire an Angelic Stone.,Ella te explicará con más detalle cómo conseguir la Piedra Angelical.
PROPQUEST_SCENARIO_INC_002269,We could all use your assistance right now…,A todos nos vendría bien tu ayuda ahora mismo...
PROPQUEST_SCENARIO_INC_002270,Ah! You've returned! What did Capafe have to say of the issue?,¡Ay! ¡Has vuelto! ¿Qué te ha dicho Capafe sobre el tema?
PROPQUEST_SCENARIO_INC_002271,Ask Fera about the Angelic Stone.,Pregúntale a Fera sobre la Piedra Angelical.
PROPQUEST_SCENARIO_INC_002272,,
PROPQUEST_SCENARIO_INC_002274,Look for Angelic Stone,Busca la Piedra Angelical
PROPQUEST_SCENARIO_INC_002275,Oh! Of course! It was an Angelic Stone that we require to complete the transmutation!,¡Oh! ¡Por supuesto! ¡Lo que necesitamos para completar la transmutación es una Piedra Angelical!
PROPQUEST_SCENARIO_INC_002276,You can find Angelic Stones in Southern Darkon 3 near the Captain Glaphans. Will you please defeat them and acquire the stone?,Puedes encontrar las Piedras Angelicales al Sur de Darkon 3 cerca de los Glaphans Capitanes. ¿Podrías derrotarlos y conseguir la piedra?
PROPQUEST_SCENARIO_INC_002277,"Good! Please defeat 60 Captain Glaphan and acquire the Angelic Stone. Once the stone is in your possession, return to Capafe!","¡Bien! Derrota a 60 Glaphans Capitanes y consigue la Piedra Angelical. Una vez que la piedra esté en tu poder, ¡vuelve con Capafe!"
PROPQUEST_SCENARIO_INC_002278,Are you giving up?,¿¿¿¿¿Te vas a rendir?????
PROPQUEST_SCENARIO_INC_002279,You have found the Angelic Stone! Now I can create a Shard of Enlightenment by combining both of the stones.,¡Has encontrado la Piedra Angelical! Ahora puedo crear un Fragmento de Iluminación combinando ambas piedras.
PROPQUEST_SCENARIO_INC_002280,We have no time for idle conversation. Please retrieve the stone!,"No tenemos tiempo para conversaciones ociosas. ¡Recupera la piedra, por favor!"
PROPQUEST_SCENARIO_INC_002281,"Hunt 60 Captain Glaphans, acquire the Angelic Stone, then take it to Capafe for transmutation.","Derrota a 60 Glaphans Capitanes, consigue la Piedra Angelical y llévasela a Capafe para que la transmute."
PROPQUEST_SCENARIO_INC_002283,Sury's Realization,La Realización de Sury
PROPQUEST_SCENARIO_INC_002284,The process of transmutation required to create the Shard of Enlightenment will take just a moment…,El proceso de transmutación requerido para crear el Fragmento de la Iluminación tomará solo un momento...
PROPQUEST_SCENARIO_INC_002285,It is finished. Please bring the Shard of Enlightenment to Sury as soon as you can.,Esta terminado. Lleva el Fragmento de la Iluminación a Sury tan rápido como puedas.
PROPQUEST_SCENARIO_INC_002286,Thank you. This should help bring the clarity to her thoughts that Sury requires.,Gracias. Esto debería dar claridad a los pensamientos que necesita Sury.
PROPQUEST_SCENARIO_INC_002287,It would be most unwise to deny this request…,Sería muy imprudente rechazar esta petición...
PROPQUEST_SCENARIO_INC_002288,I see you have returned. What has transpired?,Veo que has vuelto. ¿Qué ha pasado?
PROPQUEST_SCENARIO_INC_002289,Please hurry. Sury needs our aid.,De prisa. Sury necesita tu ayuda.
PROPQUEST_SCENARIO_INC_002290,Hand the Shard of Enlightenment to Sury.,Entrega el Fragmento de la Iluminación a Sury.
PROPQUEST_SCENARIO_INC_002292,In Safe Hands,En Buenas Manos
PROPQUEST_SCENARIO_INC_002293,"This Shard, it has made everything so much clearer! I have recovered the part of myself that I lost along the way. I was once Roentel, Hero Billposter…","¡Este Fragmento, me lo ha dejado todo mucho más claro! He recuperado la parte de mí que perdí por el camino. Una vez fui Roentel, Héroe Billposter..."
PROPQUEST_SCENARIO_INC_002294,I now see the gravity of this situation…the peril that Madrigal is truly in. I understand why Reonan is seeking us out!,Ahora veo la gravedad de esta situación... el peligro en el que se encuentra Madrigal. ¡Entiendo por qué Reonan nos busca!
PROPQUEST_SCENARIO_INC_002295,"First, could you perhaps complete one favor for me? I left my pendant to Capafe before I decided to isolate myself up here on this mountain to train.","Primero, ¿podrías hacerme un pequeño favor? Le dejé mi colgante a Capafe antes de decidir aislarme en esta montaña para entrenar."
PROPQUEST_SCENARIO_INC_002296,Thank you yet again! Capafe should have the pendant. Go and ask her if she could return it.,¡Gracias una vez más! Capafe debería tener el colgante. Ve y pregúntale si te lo puede devolver.
PROPQUEST_SCENARIO_INC_002297,"This pendant is an important symbol of trust, you must acquire it!","Este colgante es un importante símbolo de confianza, ¡debes ir a por él!"
PROPQUEST_SCENARIO_INC_002298,I'm glad to hear that Sury has reached this realization.,Me alegra saber que Sury ha alcanzado la realización.
PROPQUEST_SCENARIO_INC_002299,Capafe should have the pendant. Go and inquire about it.,Capafe debería tener el colgante. Ve e infórmate al respecto.
PROPQUEST_SCENARIO_INC_002300,Ask Capafe for Sury's Pendant.,Pídele a Capafe el Colgante de Sury.
PROPQUEST_SCENARIO_INC_002302,Reclaiming the Pendant,Reclamando el Colgante
PROPQUEST_SCENARIO_INC_002303,"Ahh the Pendant. When Sury left it to me a long time ago, I kept it in a barren desert, untraversed by man.","Ahh el Colgante. Cuando Sury me lo dejó hace mucho tiempo, lo guardé en un desierto árido por donde no había pasado nadie."
PROPQUEST_SCENARIO_INC_002304,"Unfortunately at some point, Chimeradons came to discover it and took it for their own. Since then, I have been unable to locate it…","Desafortunadamente, uno de los Chimeradons lo descubrió y se lo quedo. Desde entonces no he podido localizarlo…"
PROPQUEST_SCENARIO_INC_002305,Could you please find the pendant for me?,¿Podrías encontrar el colgante por mí?
PROPQUEST_SCENARIO_INC_002306,Thank you for your assistance. I feel that the pendant is currently being held by a Chimeradon. Please reclaim it from him then show me so I may rest assured it is returned.,"Gracias por tu ayuda. Creo que el colgante está en manos de un Chimeradon. Por favor, recupéralo y tráemelo para que pueda descansar sabiendo que se ha recuperado."
PROPQUEST_SCENARIO_INC_002307,Please find the pendant. I feel it is partly my responsibility for the pendants disappearance…,"Por favor, encuentra el colgante. Siento que es en parte mi responsabilidad por la desaparición de los colgantes..."
PROPQUEST_SCENARIO_INC_002308,You have returned. I hope you have succeeded in acquiring the pendant.,Has vuelto. Tengo la esperanza de que hayas conseguido el colgante.
PROPQUEST_SCENARIO_INC_002310,Defeat the Chimeradon and show Capafe the pendant.,Derrota al Chimeradon y enséñale el colgante a Capafe.
PROPQUEST_SCENARIO_INC_002309,The pendant is currently held by a Chimeradon. Go and retrieve it from his undeserving hands!,El colgante está en manos de un Chimeradon. ¡Ve y recupéralo de sus sucias manos!
PROPQUEST_SCENARIO_INC_002312,To the Real Owner,Para el Verdadero Dueño
PROPQUEST_SCENARIO_INC_002313,Thank you. I can now rest assured knowing that the pendant will be returned to its rightful owner.,Gracias. Ahora puedo estar tranquila sabiendo que el colgante se devolverá a su legítimo propietario.
PROPQUEST_SCENARIO_INC_002314,"Will you please take the pendant to Sury, I'm sure she is anxious to receive it.","Por favor, llévale el colgante a Sury, estoy segura de que está ansiosa por recibirlo."
PROPQUEST_SCENARIO_INC_002315,"Hurry over to Sury, I'm sure she is anxious to receive the pendant.","Date prisa con Sury, estoy segura de que está ansiosa por recibir el colgante."
PROPQUEST_SCENARIO_INC_002316,Please rethink your decision. This pendant is quite important to Sury.,"Por favor, reconsidera tu decisión. Ese colgante es muy importante para Sury."
PROPQUEST_SCENARIO_INC_002317,You have recovered the pendant!,¡Has recuperado el colgante!
PROPQUEST_SCENARIO_INC_002318,Take the pendant back to Sury.,Llévale el Colgante a Sury.
PROPQUEST_SCENARIO_INC_002319,Deliver the Hero's Pendant to Sury.,Entrega el Colgante del Héroe a Sury.
PROPQUEST_SCENARIO_INC_002321,Billposter Hero's Pendant,El Colgante de la Héroe Billposter
PROPQUEST_SCENARIO_INC_002322,"We have very little time. Even as we speak, I can sense the growing darkness around us…","Tenemos muy poco tiempo. Incluso mientras hablamos, puedo sentir la creciente oscuridad a nuestro alrededor..."
PROPQUEST_SCENARIO_INC_002323,Will you bring my pendant to Reonan? Please let him know that the time is now for us to unite.,"¿Le llevarás mi colgante a Reonan? Por favor, hazle saber que ahora es el momento de unirnos."
PROPQUEST_SCENARIO_INC_002324,"Now that you have the pendant, hurry and give it to Reonan!","¡Ahora que tienes el colgante, date prisa y dáselo a Reonan!"
PROPQUEST_SCENARIO_INC_002325,"Ahh this is Sury's pendant! The time has once again come that we rise to the challenge before us! With allies like you by our side, we will be prepared for challenges Shade presents us with!","¡Ahh, este es el colgante de Sury! ¡Una vez más, ha llegado el momento de enfrentarnos al desafío que se nos presenta! ¡Con aliados como tú a nuestro lado, estamos listos para los desafíos que Shade tenga preparados!"
PROPQUEST_SCENARIO_INC_002326,Please take this pendant to Reonan!,"¡Por favor, dale este colgante a Reonan!"
PROPQUEST_SCENARIO_INC_002327,Bring the Heroes Pendant to Reonan,Llévale el Colgante de los Héroes a Reonan.
PROPQUEST_SCENARIO_INC_002328,Rumble in the Mountains,Estruendo en las Montañas
PROPQUEST_SCENARIO_INC_002329,Strange sounds have been coming from the Leren Mountains. I recall Martinyc once speaking of a myth about creatures that roam deep within the mountain caves.,Extraños ruidos provienen de las Montañas de Leren. Recuerdo que Martinyc contó un mito sobre criaturas que vagan en las profundidades de las cuevas en las montañas.
PROPQUEST_SCENARIO_INC_002330,Could you go check with her to see if she has any information about what could be causing this disturbance?,¿Podrías ir a hablar con ella para ver si tiene alguna información sobre lo que podría estar causando esta perturbación?
PROPQUEST_SCENARIO_INC_002331,Martinyc is likely reading her books as always. Go speak with her to find out more information.,Es probable que Martinyc esté leyendo sus libros. Ve a hablar con ella para obtener más información.
PROPQUEST_SCENARIO_INC_002332,Leren Mountains is a dangerous place. I do not blame you for wanting to stay within the safety of Flarine.,Las Montañas Leren son un lugar peligroso. No te culpo por querer permanecer dentro de la seguridad de Flarine.
PROPQUEST_SCENARIO_INC_002333,Oh... the Mayor sent you! And he says that there has been a disturbance in the Leren Mountains...,Oh... ¡Te envía el alcalde! Y dice que ha habido disturbios en las Montañas Leren...
PROPQUEST_SCENARIO_INC_002334,Seek out Martinyc for information on the rumblings of Leren Mountains.,Busca a Martinyc para obtener información sobre los estruendos de las Montañas Leren.
PROPQUEST_SCENARIO_INC_002335,Meet with Martinyc.,Reúnete con Martinyc.
PROPQUEST_SCENARIO_INC_002336,Demian Deviants,Demian Desviados
PROPQUEST_SCENARIO_INC_002337,I once had a book that contains legends of the beasts that live within the caves of the Leren Mountains... but it was stolen by a pack of Demians during my research.,Tuve un libro con leyendas de las bestias que viven en las cuevas de las Montañas Leren... pero fue robado por una manada de Demians durante mi investigación.
PROPQUEST_SCENARIO_INC_002338,If you return my book to me I may be able to help.,"Si me devuelves el libro, quizá pueda ayudarte."
PROPQUEST_SCENARIO_INC_002339,I have a feeling that the Demians still have my book of legends. Search for my book in Madren Town. You may have to get your hands a bit dirty...,Creo que los Demians todavía tienen mi libro de leyendas. Busca mi libro en Poblado Madren. Puede que tengas que ensuciarte un poco las manos..
PROPQUEST_SCENARIO_INC_002340,Madren Town is no place for commoners to travel. I could never expect you to risk your life for my book. Thank you for listening to me anyway.,Poblado Madren no es lugar para plebeyos. Nunca desearía que arriesgaras tu vida por mi libro. Gracias por escucharme de todos modos.
