Key,English,Thai
PROPQUEST_SCENARIO_INC_002375,The wise sage Radion in the North of Leren Mountains has lived in Flaris longer than most residents have been alive. ,ปราชญ์ Radion ทางตอนเหนือของ Leren Mountains อาศัยอยู่ใน Flaris มานานกว่าใครก็ตามที่ยังมีชีวิตอยู่ ณ ตอนนี้
PROPQUEST_SCENARIO_INC_002376,Go speak with the sage Radion and see if he knows anything about the power within the Elixir of Vitality!,ลองไปพูดคุยกับ ปราชญ์ Radion และดูว่าเขารุ้เรื่องอะไรเกี่ยวกับพลังของ Elixir of Vitality บ้างไหม!
PROPQUEST_SCENARIO_INC_002377,"Radion is a bit of a hermit, but he means no harm. I cannot force you to speak to him if you do not want to, though.",Radion จะดูแปลก ๆ อยู่บ้าง แต่เขาไม่มีอันตรายอะไรหรอก ข้าไม่อาจจะบังคับให้เจ้าไปลองคุยกับเขาได้ถ้าเจ้าไม่อยากไป
PROPQUEST_SCENARIO_INC_002378,Hello adventurer... I see Marche has sent you to me with something interesting in hand.,สวัสดีนักผจญภัย... Marche ส่งเจ้ามาหาข้าด้วยเรื่องที่น่าสนใจสินะ
PROPQUEST_SCENARIO_INC_002379,Speak with Radion to find out information about the magic within the Elixir of Vitality.,ลองคุยกับ Radion ดูเพื่อหาข้อมูลเกี่ยวกับพลังเวทย์มนต์ใน Elixir of Vitality
PROPQUEST_SCENARIO_INC_002380,Meet with Radion.,พบกับ Radion
PROPQUEST_SCENARIO_INC_002381,Seeking Leren Chasm,ค้นหา Leren Chasm
PROPQUEST_SCENARIO_INC_002382,Interesting... even with my vast knowledge of Flaris I know very little about the troll migration to the Leren Chasm.,น่าสนใจ..ขนาดความรู้ที่ข้ามีเกี่ยวกับ Flaris ยังไม่สามารถตอบเรื่องการอพยพของ Troll สู่ Leren Chasm
PROPQUEST_SCENARIO_INC_002383,Perhaps it is time to go explore the Leren Chasm to find out more about the powers behind the Elixir of Vitality.,น่าจะได้เวลาไปสำรวจ Leren Chasm เพื่อหาข้อมูลเกี่ยวกับพลังแห่ง Elixir of Vitality กันแล้วสินะ
PROPQUEST_SCENARIO_INC_002384,The secret behind the longevity of the Leren Chasm trolls begins with finding the entrance to their cave. Search for the entrance to the Leren Chasm and return to me at once!,การค้นหาความลับของการมีอายุยืนยาวของ Leren Chasm Troll เริ่มต้นจากการหาทางเข้าถ้ำพวกมันให้เจอ กลับมาอีกครั้งตอนที่เจ้าเจอทางเข้าไปยัง Leren Chasm นะ
PROPQUEST_SCENARIO_INC_002385,"The trolls of the Leren Mountains were believed to be part of a fierce army. If you are not comfortable seeking out the trolls, I will understand.",เชื่อกันว่า Troll แห่ง Leren Mountains เป็นส่วนหนึ่งของกองทัพอันน่ากลัว ถ้าเจ้ารู้สึกไม่สบายใจที่จะออกค้นหามันละก็ ข้าเข้าใจดี
PROPQUEST_SCENARIO_INC_002386,"I see, so that's where the Leren Chasm is hidden...",เข้าใจล่ะ นั่นคือที่ ๆ Leren Chasm ซ่อนอยู่สินะ
PROPQUEST_SCENARIO_INC_002387,"Search for the entrance to the Leren Chasm, then return to me.",ค้นหาทางเข้าสู่ Leren Chasm แล้วกลับมาหาข้า
PROPQUEST_SCENARIO_INC_002388,"Locate the entrance to the Leren Chasm in the Leren Mountains, and report back to Radion.",หาทางเข้าสู่ Leren Chasm ใน Leren Mountains แล้วกลับไปรายงานให้ Radion ฟัง
PROPQUEST_SCENARIO_INC_002389,Prepare to Dive!,เตรียมตัวดำ!
PROPQUEST_SCENARIO_INC_002390,"Now that we know where the Leren Chasm is, I have stationed a guard outside the cave to prevent anyone from accidently going inside.",ตอนนี้พอเรารู้ว่า Leren Chasm อยู่ที่ไหนแล้ว ข้าจะคอยเฝ้าระวังด้านนอกถ้ำ เพื่อป้องกันไม่ให้ใครเข้าไปข้างในโดยไม่รุ้ตัว
PROPQUEST_SCENARIO_INC_002391,"From here on adventurer, you must delve into the Leren Chasm if we are ever to know the truth. Please speak to the Leren Chasm guard when you are ready to explore the caves.",ถ้าเจ้าอยากจะรู้ความจริงล่ะก็ จากนี้ไปการผจญภัยจะต้องลงเจาะลึกไปใน Leren Chasm โปรดไปคุยกับ ยามของ Leren Chasm เมื่อคุณพร้อมที่จะสำรวจถ้ำ 
PROPQUEST_SCENARIO_INC_002392,"What you find in the caves of Leren Chasm may be terrifying, but I sense a special kind of bravery within you adventurer... When you are ready go speak to the guard outside the Leren Chasm.",สิ่งที่เจ้าพบที่ Leren Chasm อาจจะน่ากลัว แต่ข้าก็รู้สึกได้ถึงความกล้าหาญยิ่งในการผจญภัยของเจ้า ถ้าเจ้าพร้อมเมื่อไหร่ก็ไปคุยกับยามที่ด้านนอกของ Leren Chasm ได้เลย
PROPQUEST_SCENARIO_INC_002393,"Without you, the mystery of the Leren Chasm trolls may never be resolved. No matter though...",ถ้าไม่มีเจ้าล่ะก็ เรื่องลึกลับของ Leren Chasm Troll คงไม่มีวันไขได้สำเร็จ
PROPQUEST_SCENARIO_INC_002394,"Welcome to the Leren Chasm. I am here to prevent those who are ill-prepared from entering and befalling an early death... I see Radion sent you though, you seem prepared.",ยินดีต้อนรับสู่ Leren Chasm ฉันมาที่นี่เพื่อป้องกันไม่ให้ผู้ที่ไม่เตรียมตัวมาได้พบกับความตายก่อนกำหนด... ฉันเห็น Radion ส่งคุณมา ดูเหมือนว่าคุณพร้อมแล้ว
PROPQUEST_SCENARIO_INC_002395,Seek out the guard in front of the Leren Chasm.,ไปพบกับยามที่ด้านหน้าของ Leren Chasm
PROPQUEST_SCENARIO_INC_002396,Meet with the guard outside the Leren Chasm.,ไปพบกับยามที่ด้านหน้าของ Leren Chasm
PROPQUEST_SCENARIO_INC_002397,The Mystery of Leren Chasm Part 3,The Mystery of Leren Chasm Part 3
PROPQUEST_SCENARIO_INC_002398,Cave Diving,ดำดิ่งไปสู่ถ้ำ
PROPQUEST_SCENARIO_INC_002399,"After unblocking the entrance to Leren Chasm, strange creatures have started coming out, causing havoc in the Leren Mountains.",Leren Chasm หลังจากที่เปิดทางเข้าไปสู่ Leren Chasm แล้วพวกครีเจอร์ประหลาดก็เริ่มออกมากันเต็มไปหมด ทำให้เกิดเรื่องวุ่นวายขึ้นใน Leren Mountains
PROPQUEST_SCENARIO_INC_002400,Go inside the Leren Chasm and clear out the creatures that have been causing us problems.,เข้าไปใน Leren Chasm แล้วจัดการพวกสัตว์ร้ายที่ก่อปัญหาพวกนั้นให้หมด
PROPQUEST_SCENARIO_INC_002401,Please speak to me when you are ready to enter the Leren Chasm. Inside you will find the Masquerpets I speak of.,โปรดกลับมาคุยกับข้าใหม่เมื่อเจ้าพร้อมจะเข้าไปใน Leren Chasm แล้ว ภายในเจ้าจะพบกับ Masquerpets ที่ข้าพูดถึง
